남녀공용화장실여부,남성용_대변기수,남성용_소변기수,여성용_대변기수
N,1,2,2
N,0,0,0
N,3,2,2
N,10,10,12
N,4,6,4
N,10,10,15
N,10,15,10
N,15,25,15
N,1,2,2
N,3,1,2
N,2,1,1
N,2,2,1
N,10,10,10
N,1,1,1
N,25,25,25
N,6,6,4
N,1,1,2
N,6,6,6
N,3,1,1
N,12,34,6
N,0,0,1
N,13,17,11
N,10,12,13
N,5,6,6
N,20,60,20
N,0,0,0
N,12,15,12
N,3,6,3
N,8,6,2
N,16,24,24
N,8,12,12
N,19,20,18
N,4,5,8
N,30,40,29
N,2,4,3
N,4,6,4
N,14,28,21
N,14,35,21
N,4,6,4
N,10,10,10
N,14,21,14
N,6,18,6
N,4,6,4
N,15,15,10
N,17,18,17
N,57,72,57
N,20,25,20
N,6,6,6
N,16,24,16
N,14,14,14
N,6,10,7
N,1,2,1
N,9,13,10
N,19,18,18
N,26,26,28
N,9,14,14
N,8,9,11
N,2,5,3
N,1,3,2
N,2,2,2
N,7,11,7
N,6,9,6
N,2,2,2
N,2,2,2
N,2,2,2
N,8,12,8
N,9,12,9
N,7,9,7
N,2,2,2
N,9,12,10
N,6,10,11
N,7,6,8
N,0,0,0
N,55,59,60
N,10,10,10
N,2,2,2
N,6,9,6
N,6,9,9
N,44,54,44
N,17,32,25
N,17,31,35
N,11,13,15
N,12,12,12
N,31,37,31
N,12,12,24
N,5,6,8
N,91,52,91
N,12,12,14
N,4,4,8
N,2,4,4
N,4,3,5
N,6,6,6
N,6,9,9
N,3,6,6
N,4,4,6
N,4,7,12
N,19,20,24
N,2,2,1
N,8,6,8
N,16,16,16
N,22,21,21
N,16,18,18
N,20,28,20
N,12,24,18
N,11,12,9
N,18,18,18
N,6,6,6
N,18,18,18
N,42,70,42
N,10,10,15
N,8,8,8
N,20,1,20
N,16,16,16
N,16,17,17
N,10,15,10
N,28,40,28
N,10,14,10
N,2,2,1
N,17,20,30
N,6,8,6
N,6,6,10
N,1,3,2
N,5,5,5
N,5,5,5
N,25,25,46
N,3,3,3
N,3,3,6
N,2,2,0
N,6,9,6
N,20,28,20
N,2,2,2
N,3,4,3
N,16,38,24
N,8,8,8
N,2,3,1
N,6,8,7
N,2,2,2
N,4,9,10
N,6,16,12
N,2,3,8
N,7,9,11
N,2,1,2
N,1,1,1
N,2,2,4
N,4,10,10
N,4,8,9
N,2,4,3
N,1,1,2
N,93,294,151
N,2,2,2
N,2,3,3
N,2,3,9
N,6,8,14
N,4,8,11
N,4,8,5
N,1,2,3
N,12,20,24
N,24,35,32
N,1,1,2
N,3,5,5
N,3,5,5
N,2,5,3
N,2,0,2
N,6,7,5
N,1,1,2
N,2,2,2
N,13,10,17
N,6,5,5
N,43,56,39
N,15,15,30
N,3,3,3
N,4,8,15
N,8,8,20
N,7,7,14
N,3,3,3
N,3,2,3
N,1,1,2
N,2,3,2
N,3,8,6
N,2,2,2
N,10,14,10
N,15,7,15
N,12,6,9
N,4,5,4
N,6,8,6
N,5,20,15
N,3,3,3
N,4,0,4
N,3,3,6
N,3,3,6
N,3,2,3
N,1,2,2
N,2,3,2
N,4,5,7
N,1,1,2
N,1,1,2
N,2,4,4
N,4,5,6
N,2,4,3
N,2,2,3
N,1,1,1
N,4,4,5
N,3,3,7
N,5,5,10
N,5,5,10
N,3,3,6
N,2,3,2
N,4,6,6
N,3,3,6
N,3,5,5
N,0,1,1
N,1,1,1
N,2,4,3
N,3,7,8
N,1,0,1
N,3,3,6
N,3,4,3
N,3,2,3
N,2,3,2
N,0,2,1
N,0,0,0
N,2,1,4
N,9,17,9
N,14,16,36
N,7,16,15
N,3,3,3
N,4,8,8
N,1,1,1
N,0,0,0
N,2,3,6
N,2,2,3
N,3,4,4
N,6,6,5
N,39,58,46
N,10,5,15
N,1,1,1
N,6,8,6
N,331,357,325
N,82,76,77
N,33,66,35
N,30,40,30
N,65,77,36
N,14,15,14
N,12,15,12
N,6,6,6
N,11,12,13
N,0,0,0
N,0,0,0
N,6,13,9
N,0,0,0
N,1,2,3
N,4,6,4
N,8,8,13
N,2,2,2
N,2,4,4
N,5,8,6
N,10,20,15
N,3,6,6
N,18,24,19
N,8,10,14
N,5,4,7
N,4,4,8
N,2,2,2
N,12,12,12
N,39,42,40
N,12,12,12
N,1,1,1
N,1,2,2
N,1,1,0
N,8,8,12
N,5,8,5
N,0,0,0
N,14,21,21
N,4,4,4
N,1,1,1
N,1,2,1
N,18,24,18
N,8,12,8
N,10,15,10
N,33,44,31
N,19,22,22
N,16,16,16
N,32,45,32
N,25,20,10
N,4,6,4
N,12,6,12
N,17,27,13
N,12,18,12
N,30,15,15
N,2,3,3
N,24,18,18
N,14,21,28
N,17,25,18
N,4,6,4
N,2,2,2
N,1,2,2
N,1,2,1
N,2,2,1
N,2,2,2
N,18,30,45
N,26,40,40
N,20,25,20
N,4,4,4
N,36,45,36
N,4,4,4
N,15,15,15
N,10,15,10
N,15,20,15
N,0,0,0
N,19,20,19
N,1,3,2
N,4,6,9
N,13,16,18
N,20,19,20
N,5,5,6
N,1,2,2
N,0,0,0
N,1,1,1
N,2,2,2
N,21,28,27
N,4,4,4
N,10,10,10
N,31,4,8
N,9,9,9
N,78,85,94
N,16,15,15
N,4,6,4
N,13,14,11
N,16,24,16
N,14,19,14
N,4,7,4
N,3,4,6
N,4,5,5
N,4,4,4
N,2,2,4
N,12,18,12
N,10,10,10
N,8,12,8
N,2,6,4
N,20,20,20
N,3,9,9
N,11,11,16
N,6,11,6
N,4,8,12
N,4,9,12
N,8,16,24
N,4,8,12
N,2,2,2
N,2,2,2
N,15,20,15
N,1,1,2
N,28,29,19
N,3,5,7
N,55,78,38
N,2,1,2
N,2,3,2
N,18,27,18
N,0,0,0
N,2,3,2
N,0,0,0
N,2,1,2
N,2,2,1
N,91,52,91
N,16,15,15
N,1,1,1
N,3,4,6
N,4,4,4
N,3,2,2
N,7,7,14
N,2,4,8
N,2,2,5
N,2,2,5
N,2,2,5
N,1,1,2
N,15,21,31
N,10,22,50
N,3,3,6
N,3,4,11
N,0,0,0
N,3,3,3
N,3,4,2
N,1,3,1
N,1,2,2
N,4,6,4
N,1,1,3
N,2,2,2
N,2,4,4
N,1,1,1
N,3,4,4
N,0,0,0
N,4,4,6
N,4,4,4
N,1,1,1
N,5,7,12
N,5,5,15
N,2,1,2
N,1,1,1
N,1,1,1
N,2,4,3
N,0,1,1
N,0,0,0
N,2,4,3
N,4,5,4
N,0,0,0
N,0,0,0
N,4,7,8
N,2,2,2
N,0,0,0
N,1,1,1
N,1,1,1
N,2,1,2
N,6,6,6
N,2,4,5
N,1,1,2
N,3,4,6
N,0,0,0
N,0,0,0
N,1,1,1
N,10,12,19
N,4,6,4
N,2,1,2
N,331,357,325
N,5,2,10
N,3,7,1
N,3,3,1
N,0,0,0
N,2,2,2
N,4,8,9
N,82,76,77
N,6,6,5
N,4,10,4
N,2,2,2
N,0,1,0
N,1,2,2
N,23,23,17
N,5,4,7
N,1,1,1
N,1,1,1
N,3,5,5
N,1,1,1
N,1,0,2
N,0,1,0
N,1,1,2
N,1,2,1
N,3,3,6
N,1,0,2
N,2,4,2
N,2,1,3
N,4,80,12
N,0,0,0
N,10,24,10
N,3,3,6
N,3,3,6
N,2,2,2
N,2,2,2
N,1,2,5
N,2,1,2
N,1,1,2
N,1,1,1
N,1,1,2
N,1,1,1
N,1,1,2
N,1,1,2
N,1,1,2
N,1,0,1
N,2,2,1
N,1,2,2
N,2,3,3
N,4,6,8
N,6,12,6
N,0,0,0
N,0,0,0
N,0,0,0
N,6,9,6
N,3,3,6
N,1,1,2
N,30,40,30
N,8,12,8
N,15,20,15
N,4,3,6
N,10,10,10
N,0,2,1
N,2,2,2
N,3,4,6
N,3,3,6
N,3,3,6
N,3,3,6
N,3,4,6
N,3,3,6
N,3,3,6
N,3,3,6
N,3,3,6
N,3,3,6
N,3,3,6
N,5,5,10
N,5,4,7
N,20,24,30
N,8,8,8
N,1,1,1
N,5,5,6
N,1,1,2
N,2,3,3
N,3,3,5
N,2,2,2
N,2,2,2
N,1,1,1
N,1,1,1
N,1,0,1
N,1,1,2
N,1,0,1
N,1,1,1
N,1,1,1
N,1,0,1
N,1,0,1
N,1,1,1
N,1,1,1
N,2,3,4
N,1,1,1
N,2,2,3
N,1,0,1
N,2,2,3
N,2,2,3
N,1,2,3
N,1,1,1
N,1,1,1
N,1,0,1
N,1,0,1
N,1,0,1
N,1,1,1
N,1,0,1
N,1,0,1
N,1,1,1
N,1,1,1
N,1,0,1
N,1,0,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,1
N,1,1,1
N,1,0,1
N,1,0,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,0,1
N,1,0,1
N,1,0,1
N,1,1,1
N,1,0,1
N,1,1,1
N,1,0,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,2,3
N,1,1,1
N,1,1,1
N,1,1,1
N,1,0,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,0,1
N,1,1,1
N,1,1,2
N,1,1,1
N,2,2,3
N,2,2,3
N,1,1,1
N,7,8,7
N,3,2,3
N,3,2,2
N,9,7,6
N,5,5,3
N,2,5,3
N,2,2,2
N,1,3,1
N,3,4,4
N,1,1,1
N,2,3,3
N,2,2,4
N,1,1,1
N,2,4,3
N,1,1,1
N,2,2,2
N,1,1,2
N,4,4,4
N,2,2,4
N,3,3,6
N,5,9,11
N,1,2,2
N,2,0,1
N,3,4,4
N,2,3,2
N,6,5,6
N,6,5,6
N,9,6,6
N,6,5,3
N,10,7,8
N,7,5,6
N,6,5,6
N,2,3,3
N,2,1,2
N,2,2,3
N,1,1,1
N,1,1,2
N,2,2,4
N,2,5,3
N,2,5,3
N,1,3,2
N,2,5,3
N,1,1,1
N,2,5,3
N,2,5,3
N,2,4,2
N,1,1,1
N,1,1,1
N,4,2,4
N,1,1,2
N,2,1,2
N,4,5,5
N,4,5,5
N,4,3,3
N,1,1,1
N,1,1,2
N,1,0,1
N,1,1,1
N,3,2,1
N,1,2,3
N,3,4,4
N,3,3,3
N,1,1,3
N,3,5,4
N,3,2,3
N,1,1,1
N,3,4,3
N,3,4,3
N,3,4,3
N,3,4,5
N,2,4,4
N,3,4,3
N,2,4,4
N,2,2,4
N,4,3,3
N,2,2,1
N,1,1,1
N,10,7,6
N,5,4,7
N,2,2,4
N,2,2,5
N,3,11,2
N,3,8,2
N,1,1,3
N,0,0,0
N,1,2,2
N,1,1,2
N,1,1,1
N,1,2,5
N,2,3,5
N,3,3,3
N,2,2,2
N,1,1,1
N,0,1,2
N,1,2,3
N,0,0,0
N,0,0,0
N,0,0,0
N,1,1,1
N,1,2,3
N,1,2,2
N,2,3,5
N,3,4,5
N,1,2,4
N,1,1,2
N,1,1,1
N,2,3,6
N,2,3,6
N,2,3,6
N,2,3,6
N,1,2,6
N,1,1,2
N,0,0,0
N,0,3,2
N,1,1,2
N,4,4,12
N,0,1,1
N,1,1,2
N,2,3,6
N,1,3,4
N,2,4,8
N,1,2,1
N,1,1,1
N,1,1,1
N,1,1,2
Y,1,0,1
N,2,2,3
N,1,2,2
N,1,2,2
Y,2,0,2
Y,2,1,2
N,2,2,2
N,1,2,1
N,1,2,1
N,3,4,4
N,1,1,1
Y,1,1,3
N,3,2,3
N,2,4,3
N,1,2,1
N,1,1,1
N,1,2,2
N,1,1,1
N,3,3,6
N,1,2,3
N,2,2,2
N,2,2,2
N,2,2,4
N,2,2,4
N,2,3,2
N,3,6,0
N,3,6,2
N,2,4,2
N,1,1,2
N,3,3,2
N,3,3,2
N,2,3,3
N,3,5,5
N,3,3,3
N,5,5,4
N,4,4,4
N,5,5,5
N,5,5,5
N,4,5,5
N,2,3,2
N,2,3,2
N,2,3,2
N,1,1,1
N,1,2,1
N,3,3,7
N,3,3,5
N,3,4,7
N,2,2,4
N,2,2,4
N,2,2,4
N,3,3,8
N,3,4,6
N,3,4,6
N,3,4,8
N,5,6,14
N,5,6,14
N,5,6,14
N,5,6,14
N,5,6,5
N,3,2,3
N,2,1,5
N,1,1,2
N,2,2,3
N,1,1,2
N,3,4,5
N,2,1,3
N,1,2,3
N,3,3,16
N,1,2,2
N,2,2,3
N,1,1,2
N,5,5,8
N,2,3,6
N,3,4,6
N,2,3,2
N,2,2,2
N,1,1,0
N,1,2,1
N,1,2,1
N,1,1,4
N,1,1,4
N,1,1,4
N,0,0,4
N,3,3,4
N,1,2,2
N,1,1,2
N,1,2,3
N,1,1,1
N,2,2,4
N,1,2,3
N,2,3,3
N,2,4,3
N,2,4,4
N,2,4,5
N,2,4,5
N,2,4,5
N,2,4,2
N,2,4,2
N,2,4,2
N,2,4,2
Y,0,0,0
N,1,1,1
N,5,6,12
N,5,6,13
N,5,6,5
N,4,4,6
N,1,3,3
N,1,3,2
N,1,2,2
N,1,2,2
N,1,2,3
N,1,2,3
N,1,2,3
N,1,1,1
N,8,10,14
N,8,11,12
N,8,11,12
N,4,5,4
N,6,4,6
N,2,3,5
N,0,0,0
N,2,3,5
N,2,3,5
N,6,7,5
N,15,16,18
N,6,8,14
N,2,2,2
N,2,5,3
N,2,5,3
N,6,8,14
N,4,6,8
N,15,50,19
N,10,12,2
N,6,5,6
N,1,1,2
N,2,2,2
N,1,1,1
N,2,3,2
N,1,2,1
N,1,2,1
N,2,3,4
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,0
N,1,1,0
N,1,1,1
N,1,2,1
N,1,1,1
N,1,1,1
N,2,3,2
N,1,3,1
N,1,1,1
N,3,3,4
N,2,2,2
N,5,9,11
N,5,9,12
N,2,2,2
N,1,1,1
N,3,4,5
N,2,3,5
N,2,3,5
N,2,3,5
N,2,2,2
N,5,7,11
N,1,1,1
N,2,4,2
N,2,4,2
N,2,2,2
N,2,1,1
N,1,2,1
N,4,4,6
N,2,4,2
N,2,2,1
N,2,3,2
N,3,3,3
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,4,4,5
N,8,14,15
N,8,14,15
N,1,1,1
N,2,3,4
N,1,1,1
N,1,1,1
N,2,4,8
N,2,4,2
N,2,4,2
N,2,4,2
N,3,7,6
N,2,2,3
N,2,2,3
N,2,2,3
N,2,2,3
N,5,7,17
N,4,6,9
N,3,4,7
N,3,6,7
N,4,6,7
N,2,2,2
N,2,3,2
N,2,3,2
N,1,2,1
N,2,4,2
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,0
N,1,2,1
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,0
N,1,2,1
N,1,1,2
N,1,3,2
N,2,4,4
N,1,2,2
N,1,2,2
N,1,2,2
N,2,2,3
N,1,2,3
N,1,2,2
N,1,2,2
N,2,2,2
N,10,11,8
N,1,3,3
N,1,2,1
N,1,3,1
N,2,1,2
N,1,1,2
N,2,3,2
N,2,2,2
N,2,2,2
N,1,1,1
N,1,1,3
N,1,2,2
N,2,2,5
N,2,5,4
N,1,1,2
N,2,2,2
N,1,1,2
N,2,2,2
N,3,3,5
N,1,2,2
N,1,2,2
N,1,3,3
N,1,1,1
N,2,4,2
N,1,1,1
N,3,2,6
N,3,0,2
N,3,0,2
N,0,0,6
N,6,0,0
N,1,0,1
N,2,0,2
N,2,2,4
N,2,3,5
N,1,2,2
N,5,4,4
N,2,2,2
N,2,4,5
N,1,1,1
N,2,1,2
N,1,2,3
N,1,2,2
N,1,2,2
N,1,1,2
N,1,2,1
N,1,2,3
N,1,3,1
N,2,3,3
N,1,2,3
N,1,2,3
N,3,5,5
N,2,3,4
N,3,3,4
N,1,2,0
N,2,3,5
N,1,2,3
N,1,2,3
N,1,2,3
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,2
N,2,5,7
N,1,2,3
N,1,2,3
N,1,1,2
N,2,4,6
N,1,2,3
N,1,2,3
N,1,1,2
N,1,2,3
N,1,1,2
N,2,2,4
N,2,3,5
N,2,1,3
N,1,1,2
N,2,2,4
N,2,3,5
N,2,2,4
N,2,2,4
N,1,3,4
N,2,5,7
N,2,2,4
N,2,3,5
N,3,3,6
N,1,2,3
N,1,2,3
N,3,4,7
N,2,2,4
N,1,1,2
N,2,4,6
N,1,2,3
N,1,2,3
N,1,2,3
N,2,4,6
N,4,6,7
N,4,6,7
N,2,4,6
N,1,2,3
N,1,1,2
N,1,2,3
N,1,2,3
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,2
Y,1,1,1
N,1,1,2
N,2,3,5
N,2,3,5
N,2,3,5
N,2,3,5
N,3,4,7
N,2,3,5
N,1,2,3
N,3,3,6
N,2,3,5
N,2,3,5
N,1,2,3
N,3,5,8
N,3,4,7
N,3,3,6
N,2,3,5
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,0
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
Y,2,3,5
N,2,3,3
N,4,6,7
N,4,6,7
Y,1,2,1
N,3,3,5
N,4,8,7
N,4,5,8
N,4,5,8
N,4,5,8
N,4,5,8
N,4,5,8
N,2,2,4
N,1,1,3
N,2,3,5
N,4,5,5
N,4,5,5
N,4,5,5
N,2,3,4
N,1,4,5
N,4,5,9
N,4,5,7
N,2,2,3
N,3,2,6
N,2,2,3
N,2,2,3
N,2,2,4
N,2,2,3
N,1,2,1
N,3,3,6
N,3,4,6
N,2,3,0
N,3,5,0
N,1,2,4
N,2,2,4
N,2,2,3
N,1,2,2
N,1,2,2
N,1,1,2
N,2,6,4
N,2,2,3
N,2,6,5
N,2,5,3
N,1,6,6
N,2,6,8
N,3,5,8
N,2,3,5
N,4,3,7
N,2,4,4
N,2,2,4
N,1,1,3
N,3,5,6
N,3,4,5
N,2,4,3
N,2,2,3
N,2,3,3
N,2,3,3
N,4,7,10
N,3,6,4
N,2,6,5
N,116,180,143
N,8,20,16
N,6,7,8
N,6,8,6
N,9,12,9
N,9,9,12
N,2,2,5
N,4,5,5
N,3,3,3
N,12,13,20
N,1,1,1
N,1,1,1
N,1,1,1
N,2,2,3
N,1,2,3
N,1,1,1
Y,1,2,3
Y,3,4,7
Y,2,2,4
Y,2,3,6
Y,2,2,3
Y,2,4,7
Y,1,2,3
Y,2,3,4
Y,2,2,3
Y,2,2,2
Y,2,2,2
N,2,2,3
N,2,4,5
N,3,7,11
N,1,2,2
Y,1,1,2
N,2,3,5
N,3,5,8
N,1,2,2
N,3,11,24
N,1,1,0
N,6,8,10
N,1,3,6
N,1,1,1
N,1,3,3
N,2,3,6
N,1,2,2
N,1,2,2
N,1,1,2
N,3,3,8
N,1,2,2
N,3,4,7
N,1,2,2
Y,2,3,3
Y,2,3,4
Y,3,1,3
Y,2,3,3
N,1,2,1
Y,2,3,3
Y,3,3,4
Y,1,1,1
Y,0,1,1
N,2,2,3
Y,1,1,1
Y,3,5,6
Y,0,1,1
Y,3,4,5
Y,1,2,1
Y,1,2,5
Y,1,1,2
Y,1,1,2
Y,3,2,3
Y,1,1,2
Y,6,6,8
Y,6,6,8
Y,4,5,9
Y,2,3,2
N,2,2,2
Y,1,1,2
Y,2,2,2
Y,2,2,2
N,1,1,1
Y,0,1,1
Y,0,1,1
Y,0,1,1
Y,4,7,0
Y,0,0,8
Y,1,1,2
Y,3,3,4
Y,3,3,4
Y,1,2,2
Y,2,3,4
Y,3,5,6
N,4,6,11
Y,1,2,1
Y,3,3,4
Y,1,2,2
N,1,1,2
Y,5,5,8
Y,0,1,1
Y,1,1,2
Y,0,1,1
N,4,6,3
Y,1,1,1
Y,3,2,3
Y,10,0,7
Y,1,1,2
N,1,1,2
Y,3,5,7
Y,4,3,4
Y,1,2,3
Y,1,1,1
N,2,2,2
Y,2,1,3
Y,3,5,8
Y,4,5,8
Y,1,1,1
Y,1,2,2
N,2,2,2
Y,2,2,2
Y,2,2,2
Y,5,4,9
Y,1,1,2
Y,3,4,6
Y,4,4,9
Y,4,4,9
N,2,3,2
Y,1,1,2
Y,1,1,2
Y,0,1,1
Y,0,1,1
Y,1,1,2
N,11,13,11
N,2,2,2
N,7,10,9
N,7,9,12
N,4,12,7
N,5,8,5
N,8,0,8
N,19,22,23
N,1,1,1
N,2,2,1
N,6,6,7
N,2,3,3
N,3,6,5
N,2,2,2
N,1,2,1
N,1,1,1
N,2,3,6
N,3,4,3
N,0,2,2
N,10,11,10
N,9,11,17
N,6,11,9
N,15,18,16
N,12,26,40
N,6,13,20
N,8,11,12
N,1,1,1
N,2,4,3
N,3,3,3
N,20,5,22
N,8,4,16
N,8,4,10
N,6,8,6
N,2,2,2
N,1,2,2
N,7,5,15
N,1,2,3
N,3,4,4
N,1,2,3
N,2,3,4
N,1,1,1
N,2,2,2
N,8,12,11
N,1,2,1
N,4,5,4
N,24,41,28
N,2,2,1
N,3,6,5
N,7,7,17
N,4,5,4
N,3,4,1
N,23,26,15
N,40,48,31
N,4,4,5
N,1,1,2
N,10,10,16
N,6,7,10
N,1,1,1
N,2,2,3
N,4,5,5
N,1,1,2
N,1,1,1
N,1,1,1
N,2,3,5
N,1,1,1
N,5,4,10
N,4,4,4
N,6,7,8
N,6,6,7
N,4,6,5
N,4,6,5
N,4,6,5
N,2,3,2
N,2,3,2
N,2,3,2
N,3,5,4
N,2,2,2
N,2,2,3
N,2,3,5
N,2,4,4
N,2,6,6
N,3,6,3
N,1,2,1
N,3,4,8
N,3,6,6
N,1,2,1
N,6,8,8
N,3,4,3
N,1,2,2
N,2,3,2
N,2,2,1
N,8,11,10
N,7,12,10
N,1,0,1
N,1,1,1
N,2,1,2
N,2,2,2
N,2,6,2
N,1,1,1
N,4,5,4
N,3,1,7
N,5,4,8
N,2,2,4
N,2,2,3
N,2,4,4
N,4,4,7
N,4,6,4
N,8,11,20
N,1,1,2
N,1,1,1
N,1,2,2
N,0,1,1
N,0,1,0
N,6,7,6
N,6,10,6
N,3,6,6
N,3,4,3
N,3,4,3
N,3,5,5
N,1,1,1
N,1,1,2
N,1,2,2
N,1,1,2
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,1
N,2,3,2
N,3,4,3
Y,0,2,1
Y,0,2,1
Y,0,2,1
Y,0,1,1
Y,0,2,1
N,2,6,7
N,5,5,10
N,2,4,4
N,4,4,4
N,2,2,3
N,2,2,4
N,3,6,6
N,4,3,6
N,3,5,6
N,5,5,7
N,3,4,5
N,2,5,4
N,3,5,7
N,3,4,5
N,5,6,11
N,5,7,11
N,4,5,5
N,4,3,5
N,2,6,5
N,4,3,5
N,1,1,3
N,2,2,4
N,4,3,6
N,3,4,3
N,3,6,5
N,3,6,3
N,3,5,5
N,2,1,1
N,3,4,7
N,5,5,7
N,2,4,4
N,5,5,7
N,8,10,19
N,5,8,8
N,7,10,15
N,8,23,16
N,8,23,16
N,3,9,8
N,2,2,2
N,2,2,3
N,2,2,3
N,4,7,7
N,5,5,12
N,3,5,15
N,3,5,15
N,3,4,5
N,4,7,7
N,3,4,6
N,3,6,5
N,3,6,5
N,3,3,6
N,5,6,8
N,5,5,9
N,3,3,6
N,3,5,6
N,3,3,3
N,5,5,9
N,1,0,2
N,3,4,3
N,1,2,2
N,2,2,2
N,1,2,2
N,1,2,2
N,1,2,2
N,1,1,2
N,1,2,3
N,2,2,2
N,2,2,3
N,5,6,6
N,23,75,38
N,3,3,8
N,3,5,5
N,4,16,9
N,1,1,1
N,6,6,10
N,2,2,2
N,10,10,10
N,2,2,2
N,1,1,2
N,0,1,1
N,2,2,3
N,2,3,5
N,1,2,3
N,1,1,1
N,1,2,2
N,3,3,0
N,4,6,6
N,2,2,4
N,3,4,4
N,2,3,4
N,1,1,1
N,9,11,10
N,5,10,9
N,3,4,5
N,3,3,5
N,1,2,2
N,1,1,1
N,1,1,1
N,3,4,3
N,2,5,3
N,7,29,16
N,7,24,11
N,6,23,12
N,5,4,9
N,1,1,1
N,0,1,0
N,1,1,1
N,0,1,1
N,3,3,3
N,2,3,5
N,5,4,9
N,1,1,1
N,3,1,5
N,3,2,6
N,1,3,4
N,2,3,5
N,3,5,6
N,3,1,5
N,1,1,2
N,3,3,7
N,1,0,1
N,4,3,9
N,4,3,8
N,4,3,8
N,3,3,7
N,4,3,7
N,5,6,5
N,2,1,4
N,3,3,5
N,3,2,3
N,4,5,7
N,2,3,8
N,3,5,5
N,3,4,7
N,3,6,7
N,2,3,6
N,1,1,2
N,1,1,1
N,3,6,6
N,1,2,3
N,2,3,6
N,3,3,7
N,1,0,1
N,2,0,2
N,2,3,6
N,2,2,3
N,3,6,6
N,2,4,5
N,3,1,5
N,1,1,3
N,2,6,6
N,4,4,7
N,1,1,3
N,2,3,3
N,2,3,3
N,2,2,10
N,3,3,5
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,1
N,3,4,5
N,1,2,3
N,2,2,2
N,2,2,3
N,2,0,5
N,2,4,6
N,1,1,1
N,3,6,6
N,3,4,5
N,3,6,6
N,1,3,2
N,2,3,3
N,2,3,3
N,3,3,6
N,3,1,4
N,5,7,9
N,3,3,5
N,3,5,4
N,3,5,4
N,1,2,1
N,1,2,2
N,3,4,3
N,3,4,4
N,1,1,1
N,3,4,8
N,1,3,2
N,2,2,3
N,2,5,7
N,3,2,6
N,3,3,3
N,11,31,21
N,8,10,8
N,2,4,2
N,2,2,2
N,1,3,2
N,3,2,2
N,4,6,4
N,5,6,3
N,10,7,6
N,4,6,4
N,30,18,6
Y,0,0,0
Y,0,2,0
N,36,93,80
N,37,57,32
N,9,9,8
N,14,26,22
N,8,6,9
N,6,9,13
N,7,13,13
N,18,31,25
N,6,6,10
N,6,4,7
N,7,10,14
N,2,8,15
N,3,3,0
N,21,35,41
N,0,44,0
N,10,16,16
N,12,14,14
N,18,9,0
N,1,1,1
N,28,36,52
N,18,38,32
N,8,11,16
N,16,19,23
N,4,4,8
Y,5,6,7
N,4,4,5
N,6,6,6
N,3,4,4
N,22,22,35
Y,16,15,12
N,4,12,10
N,18,18,27
Y,16,17,20
Y,3,0,6
N,8,16,16
N,2,2,3
N,1,1,1
N,1,2,2
N,2,2,2
N,1,2,2
N,2,0,0
N,3,4,4
N,2,3,4
N,3,4,4
N,12,15,12
N,2,3,3
N,3,3,5
N,3,3,14
N,1,2,2
N,2,3,4
N,1,0,0
N,1,0,0
N,2,0,0
N,2,2,2
N,1,2,1
Y,0,2,0
N,1,3,1
N,0,2,1
N,1,0,1
N,1,0,1
N,3,0,0
N,3,0,0
N,1,2,1
N,1,2,2
N,0,2,0
N,1,1,1
N,1,1,1
N,2,2,1
N,1,2,1
N,1,1,1
N,1,1,1
N,3,3,2
N,1,2,1
Y,0,1,0
N,1,1,1
Y,0,1,0
N,1,1,1
N,1,2,1
N,3,2,4
N,1,1,2
N,1,1,1
N,1,2,1
N,1,2,1
N,2,3,2
N,1,1,1
N,1,1,1
N,2,2,1
N,2,2,1
N,1,2,1
N,2,2,1
Y,18,42,25
N,13,20,7
N,1,1,1
N,2,2,2
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,0
N,1,1,1
N,1,1,1
N,5,4,2
N,1,1,1
N,1,1,1
N,3,3,3
N,11,31,21
N,8,10,8
N,2,4,2
N,2,2,2
N,1,3,2
N,3,2,2
N,4,6,4
N,5,6,3
N,10,7,6
