남녀공용화장실여부,남성용_대변기수,남성용_소변기수,여성용_대변기수
N,3,3,3
N,1,4,3
N,1,2,1
N,1,2,2
Y,1,2,2
N,1,2,1
N,1,2,1
Y,0,2,1
Y,1,2,1
N,1,1,1
Y,1,2,1
Y,1,2,1
N,1,2,1
N,4,2,6
N,1,2,2
N,1,2,5
N,2,5,5
N,2,2,2
N,3,2,5
N,2,2,2
N,3,4,3
N,3,4,5
N,2,2,3
N,1,2,1
N,1,1,1
N,1,2,2
N,3,3,5
N,1,2,3
N,2,2,5
N,0,3,4
N,1,1,2
N,5,7,6
N,2,1,2
N,0,0,0
N,2,3,2
N,1,1,13
N,0,1,1
N,1,1,1
Y,0,0,0
N,7,55,1
N,36,48,84
N,1,2,1
N,1,1,1
N,9,9,9
Y,0,0,0
N,1,2,1
N,2,3,5
N,2,3,5
N,1,2,2
N,2,3,5
N,34,48,72
N,3,3,4
N,3,3,4
N,1,2,2
N,18,15,18
N,2,3,5
N,7,4,8
N,1,1,1
N,1,2,2
N,1,2,2
N,6,8,11
N,3,3,7
N,1,1,2
N,1,1,2
Y,0,0,0
N,2,4,7
N,1,1,1
N,3,3,3
N,2,2,3
N,3,4,8
N,1,1,2
N,1,2,2
N,2,2,2
N,1,3,4
N,2,4,6
N,1,2,3
N,4,5,6
N,6,6,12
N,24,24,48
N,2,2,4
N,2,2,2
N,2,2,2
N,1,2,2
N,2,1,2
N,1,1,2
N,1,2,2
N,1,1,2
N,1,2,2
Y,2,1,0
Y,3,0,0
Y,1,1,0
N,2,1,2
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,3,7,6
N,6,8,14
N,4,3,2
N,20,25,8
N,5,10,15
N,21,66,17
N,1,1,1
N,0,1,0
N,1,2,2
N,5,6,6
N,1,2,3
Y,0,0,0
N,3,2,2
N,2,1,2
N,1,3,5
N,1,2,3
N,3,2,4
N,4,3,5
N,1,1,1
N,6,5,2
N,2,3,8
N,3,3,6
N,2,2,2
N,2,2,2
N,1,2,2
N,3,4,3
N,3,3,6
N,1,2,2
N,3,4,4
N,3,4,3
N,1,2,4
N,3,4,3
N,2,3,4
N,4,3,5
N,6,4,4
N,4,5,6
N,3,3,3
N,13,8,13
Y,0,1,1
Y,1,1,0
Y,1,0,0
Y,2,0,0
Y,2,1,0
Y,1,0,0
Y,1,0,0
Y,1,0,0
N,1,1,2
Y,2,0,0
Y,1,1,0
Y,0,2,0
N,5,10,10
N,29,20,29
N,32,40,64
N,2,2,2
N,1,1,1
N,2,3,2
Y,0,2,0
N,35,38,38
N,1,1,1
N,8,8,8
N,1,1,1
N,21,35,44
N,11,11,11
N,4,4,3
N,1,2,2
N,17,31,31
N,1,2,2
N,4,5,9
N,25,34,46
N,2,3,2
N,3,9,12
N,2,2,3
N,1,1,1
N,1,2,1
N,6,9,8
N,1,2,1
N,3,4,6
N,3,3,6
N,3,3,4
Y,1,2,2
Y,2,2,3
Y,1,1,1
N,2,2,4
N,5,5,10
N,8,8,16
N,3,3,3
N,3,3,3
N,1,2,1
N,0,0,0
N,3,5,3
N,25,0,70
N,20,27,46
N,15,10,20
N,1,1,1
N,8,20,25
N,16,8,16
Y,0,0,0
N,2,3,3
N,10,10,10
N,2,3,2
N,10,15,10
N,2,2,2
N,4,8,4
N,19,21,21
N,93,94,64
N,8,8,8
N,12,16,8
N,16,18,20
N,3,4,7
N,8,4,16
N,2,3,3
N,23,46,34
N,0,0,0
N,30,60,60
N,24,56,41
N,2,3,5
N,2,2,4
N,3,3,3
N,2,2,3
N,3,3,6
N,3,3,6
N,3,3,6
N,3,3,6
Y,3,3,6
N,2,2,4
N,2,2,4
N,4,3,3
N,4,3,3
Y,1,1,1
Y,1,1,2
Y,0,2,1
Y,1,1,2
Y,2,2,3
Y,1,1,1
Y,1,1,1
Y,2,2,2
Y,1,1,1
Y,1,1,1
Y,2,2,2
Y,2,2,2
Y,1,1,2
N,2,3,3
N,1,3,2
N,2,2,3
N,1,2,4
N,3,4,4
N,2,3,2
N,3,3,4
N,1,0,2
N,1,1,1
N,2,2,5
N,1,3,2
N,1,3,1
Y,0,1,1
N,1,2,3
N,1,1,1
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,1
N,1,3,4
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,1
N,2,4,6
N,2,3,5
N,2,3,5
N,8,8,12
N,28,26,28
N,4,4,4
N,3,2,3
N,66,65,44
N,10,10,10
N,9,9,32
N,16,16,8
N,21,30,19
N,14,14,14
N,15,23,24
N,13,13,13
N,1,1,1
Y,5,2,0
N,3,6,6
Y,1,3,0
N,1,2,2
N,1,2,3
N,1,2,2
N,2,3,3
N,1,2,2
N,1,1,1
N,1,2,3
N,0,0,0
N,1,2,2
N,1,1,1
N,8,7,17
N,1,1,2
N,2,4,3
N,1,2,2
N,1,2,2
N,2,2,2
N,2,2,2
N,1,2,3
N,1,2,2
Y,2,2,0
Y,3,2,0
Y,1,1,0
N,1,1,1
Y,1,1,0
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,1
N,1,1,1
N,0,1,1
N,1,1,1
N,1,1,2
N,1,1,1
N,1,1,1
N,2,3,4
N,4,4,4
N,2,3,3
N,1,1,2
N,0,1,1
N,1,2,4
N,1,1,1
N,1,1,1
N,1,1,1
N,2,0,1
N,2,3,4
N,1,2,3
N,1,1,1
N,1,1,1
N,16,32,32
N,13,21,25
N,2,3,2
N,1,2,1
N,2,3,4
N,2,3,5
N,4,5,6
N,2,6,3
N,2,2,3
N,20,10,22
N,20,10,22
N,2,3,2
N,1,2,3
N,2,3,4
N,1,3,2
N,3,4,9
N,3,4,9
N,3,5,7
N,1,1,1
N,3,3,2
N,0,1,1
Y,0,0,0
N,1,2,2
N,1,2,3
N,1,2,3
Y,2,1,0
N,2,2,2
N,1,1,1
N,1,0,1
N,1,1,1
N,1,1,1
N,1,1,2
Y,1,1,1
Y,1,1,1
Y,1,1,2
Y,1,1,2
Y,1,1,1
Y,1,1,1
Y,2,2,2
Y,2,2,2
Y,1,1,1
Y,1,1,1
Y,1,2,1
Y,2,2,1
Y,2,2,1
Y,1,1,1
Y,1,1,2
N,1,2,2
N,85,79,97
N,1,3,1
N,11,10,10
N,29,29,19
N,13,13,20
N,70,83,89
N,1,1,1
N,1,1,2
N,3,3,4
N,3,3,5
N,1,3,4
N,2,3,3
N,5,4,6
N,2,3,5
Y,1,2,2
Y,1,2,1
Y,1,1,1
Y,2,2,2
Y,1,1,1
Y,1,2,1
Y,2,5,4
Y,1,2,1
Y,1,1,2
Y,1,1,1
Y,1,2,2
Y,1,2,3
Y,1,1,1
Y,1,1,1
Y,1,2,2
Y,1,2,1
Y,1,2,1
Y,1,2,2
Y,2,1,2
Y,2,2,2
Y,2,2,2
Y,2,2,1
Y,2,2,2
Y,1,2,2
Y,2,3,2
Y,1,0,1
Y,1,1,1
Y,1,1,1
Y,1,1,1
Y,1,1,1
Y,1,1,2
Y,1,1,1
Y,1,1,1
Y,1,1,1
Y,1,0,1
Y,2,2,2
Y,2,2,2
Y,1,1,1
Y,1,2,1
Y,1,1,1
Y,1,1,1
Y,2,2,2
Y,1,1,1
Y,1,1,1
Y,1,1,1
Y,1,2,1
Y,1,1,1
Y,2,1,1
Y,1,1,1
Y,1,1,1
Y,1,1,1
Y,1,3,1
Y,1,2,2
Y,1,1,2
Y,1,1,1
Y,2,2,2
Y,1,2,1
Y,1,1,1
Y,1,1,1
Y,1,2,1
Y,1,1,0
Y,1,1,1
Y,1,1,1
Y,1,1,1
Y,1,1,1
Y,1,1,1
Y,1,1,2
Y,2,2,2
Y,2,2,3
Y,1,2,1
Y,1,1,2
Y,1,1,2
Y,1,2,3
Y,1,1,1
Y,1,1,1
Y,1,1,1
Y,2,2,2
Y,1,1,1
Y,1,1,1
Y,2,3,2
Y,1,1,1
Y,1,1,1
Y,1,1,1
Y,1,1,2
Y,1,1,1
Y,1,1,1
Y,1,2,1
Y,1,1,2
Y,4,7,6
Y,1,2,2
Y,10,20,15
Y,19,33,50
Y,49,86,52
Y,7,17,15
Y,6,13,6
Y,3,6,68
Y,4,9,8
Y,24,48,47
Y,1,1,1
Y,2,2,1
Y,1,1,2
Y,1,1,2
Y,1,1,2
Y,2,2,2
Y,1,1,1
Y,1,1,1
Y,1,1,1
Y,1,2,1
Y,1,2,1
Y,1,3,1
Y,2,2,2
Y,3,4,3
Y,3,4,3
Y,1,1,1
Y,1,2,1
Y,1,2,1
Y,1,3,1
Y,10,24,20
Y,60,139,129
Y,18,2,3
Y,32,34,20
Y,28,39,17
Y,5,7,6
Y,30,69,58
Y,35,43,64
Y,43,52,52
Y,4,5,4
Y,17,27,24
Y,28,37,41
Y,36,42,35
Y,33,54,4
Y,1,1,1
Y,1,1,1
Y,257,327,277
Y,60,80,66
Y,177,987,914
Y,2,8,79
Y,2,2,62
Y,1,9,1
Y,2,9,5
Y,9,10,5
Y,9,10,12
Y,5,9,7
Y,12,30,25
Y,46,76,2
Y,63,85,0
y,2,4,6
y,1,2,3
N,1,1,2
N,1,1,1
N,4,4,3
N,2,3,1
N,2,3,1
N,2,3,1
N,2,3,1
N,2,3,2
N,2,2,2
N,3,4,5
N,2,3,6
N,2,4,6
N,1,2,3
N,1,1,1
N,1,1,1
N,1,1,1
Y,0,0,0
N,1,2,2
Y,92,138,66
Y,6,30,16
Y,6,14,10
Y,3,2,1
Y,67,90,15
Y,74,96,10
Y,4,10,61
Y,31,46,32
Y,33,69,6
Y,4,5,67
Y,27,36,48
N,50,91,42
N,21,39,44
N,1,1,1
N,17,35,44
N,25,45,51
N,12,27,39
N,18,30,53
N,0,0,0
N,21,52,43
N,42,94,57
N,131,202,245
N,10,15,10
N,2,2,0
N,14,28,107
N,30,51,49
N,3,3,0
N,1,1,2
N,1,2,2
N,1,3,2
N,1,2,2
Y,0,1,0
Y,0,2,0
Y,0,1,0
N,5,5,9
N,3,9,4
Y,0,1,0
y,0,2,1
y,1,3,3
y,1,3,1
y,0,2,1
y,0,2,1
Y,26,62,49
N,0,0,0
N,0,0,0
N,1,1,2
N,4,4,4
N,2,3,2
Y,15,15,16
N,14,20,15
Y,10,11,9
Y,13,19,13
N,0,0,0
N,0,0,0
N,5,11,6
N,0,0,0
N,3,3,17
N,2,2,3
Y,18,39,32
N,0,0,0
Y,1,2,1
Y,0,0,0
N,3,7,4
Y,1,2,1
N,21,27,25
N,6,10,13
Y,10,16,22
N,10,13,12
Y,99,156,8
N,26,18,18
N,22,17,38
N,2,2,1
N,2,2,2
N,39,51,5
N,1,2,2
N,5,5,7
N,3,4,5
N,5,8,13
N,1,1,1
N,1,1,1
N,1,1,1
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
Y,25,52,45
N,29,48,59
N,0,0,0
N,0,0,0
N,1,3,4
N,1,3,4
N,0,2,2
N,1,1,2
N,0,2,2
N,3,3,3
N,1,2,3
N,1,2,3
N,1,2,2
N,1,1,2
N,5,8,5
N,20,28,19
N,23,35,38
N,51,51,56
N,2,2,2
Y,0,0,0
N,3,3,5
N,3,3,5
N,1,2,3
Y,1,2,0
N,2,2,0
N,0,0,1
N,2,2,2
N,12,18,24
N,3,2,6
N,12,12,12
N,9,15,8
N,7,10,17
N,8,11,18
N,2,1,8
N,5,0,10
N,2,1,1
N,15,11,36
N,2,4,2
N,2,4,1
N,1,3,9
N,1,3,9
N,1,3,5
N,2,2,3
N,2,2,3
N,3,5,7
N,1,1,1
N,2,3,4
N,2,1,3
N,2,3,2
N,2,0,2
Y,1,4,2
N,3,2,4
N,1,2,3
N,2,3,4
N,2,3,4
N,1,1,2
N,5,3,6
N,2,3,5
N,2,2,3
N,4,5,5
N,1,0,1
N,1,0,1
N,1,0,1
N,1,0,2
N,1,0,2
N,1,0,1
N,1,1,1
N,1,0,1
N,2,0,2
N,2,2,5
N,2,2,5
N,2,2,5
N,2,2,5
N,2,2,5
N,3,2,5
N,2,2,2
N,10,7,12
N,2,4,6
N,4,3,7
N,4,7,2
N,1,1,1
N,4,9,5
N,4,9,5
N,4,5,9
N,3,5,5
N,1,1,1
N,1,1,1
N,1,1,1
N,3,5,4
N,2,3,4
N,2,3,3
N,3,3,4
N,0,0,0
N,1,0,1
N,1,0,2
N,2,0,4
N,1,0,1
N,1,0,2
N,1,0,1
N,1,0,1
Y,1,1,1
N,1,0,1
N,1,0,1
N,1,0,1
Y,1,0,1
Y,1,0,1
N,1,0,1
N,1,0,1
N,1,0,1
N,0,1,0
Y,1,2,1
Y,2,4,5
Y,5,4,6
Y,1,2,3
N,2,3,3
N,3,4,2
N,1,2,3
Y,0,1,0
N,1,1,2
N,0,0,0
N,0,0,0
N,2,2,4
N,2,3,2
N,2,2,2
N,1,2,2
N,1,2,2
N,1,2,2
N,1,0,1
N,1,2,2
N,1,2,2
N,1,2,2
N,1,2,2
N,1,0,2
N,3,4,4
N,1,2,1
N,1,3,2
N,2,3,4
N,1,1,1
N,3,2,6
Y,1,1,1
N,1,1,1
N,2,2,4
N,1,1,2
N,3,4,5
N,1,1,1
N,1,1,2
N,1,1,1
N,2,4,7
N,10,20,30
N,10,20,20
N,15,15,30
N,3,3,3
N,3,3,3
N,93,135,187
N,14,18,58
N,0,0,0
N,32,54,59
N,6,8,13
N,6,11,6
N,4,4,4
N,12,17,16
N,3,3,6
N,1,2,2
N,1,1,2
Y,2,1,0
N,2,2,2
N,2,1,2
Y,1,1,0
Y,2,1,0
Y,1,1,0
N,1,1,1
N,1,1,1
Y,1,1,0
N,1,1,1
N,1,1,1
N,6,6,10
N,3,10,7
N,2,2,3
N,2,2,3
Y,24,41,15
N,0,0,0
N,1,1,2
Y,0,0,0
N,44,48,2
Y,0,0,0
Y,0,0,0
Y,2,3,2
Y,7,11,8
N,0,0,0
N,0,0,0
Y,5,10,8
N,6,15,14
Y,1,2,1
N,24,56,56
N,24,48,48
N,24,40,40
N,1,1,1
N,2,2,2
N,2,2,2
N,2,2,2
N,26,26,52
N,29,29,58
N,26,26,52
N,23,23,46
N,26,26,52
N,23,23,47
N,26,26,53
N,28,28,56
N,25,25,50
N,21,21,42
N,3,4,4
Y,2,2,0
N,2,3,3
N,2,3,3
N,1,1,1
N,1,2,2
N,1,2,1
N,2,2,4
N,10,10,20
N,3,3,6
N,5,5,10
N,8,8,16
N,5,5,10
N,5,5,10
N,8,5,15
N,3,2,6
N,3,2,6
N,2,2,4
N,10,10,20
N,15,15,30
N,5,5,10
Y,5,4,6
N,18,16,22
N,7,18,12
Y,28,50,2
Y,28,36,2
Y,13,8,13
N,0,0,0
Y,9,14,12
N,27,39,27
N,0,2,2
N,8,9,120
N,10,12,8
N,5,5,11
Y,2,2,0
N,12,15,13
N,4,4,6
N,7,14,13
N,11,19,11
N,34,64,32
N,12,18,12
N,28,29,28
N,12,20,12
N,10,15,15
N,48,64,51
N,10,10,10
N,1,1,1
N,24,47,28
Y,0,0,0
N,3,5,5
N,12,14,15
N,1,1,1
N,3,4,1
Y,0,0,0
Y,0,1,0
N,1,1,1
N,1,1,1
N,3,5,6
N,1,2,2
N,1,2,2
N,3,5,7
N,1,2,2
N,1,1,1
Y,2,2,0
N,26,66,48
N,28,88,56
N,35,59,55
N,1,1,1
N,2,2,0
N,1,2,2
N,22,39,51
N,33,81,57
N,1,2,1
N,16,16,16
N,35,59,64
N,25,24,23
N,1,2,1
N,11,11,22
N,14,21,14
N,1,1,1
N,1,1,1
N,1,2,0
N,17,73,32
N,12,18,11
N,1,2,2
N,70,112,4
N,28,46,4
N,15,26,30
N,8,16,7
N,20,39,13
N,1,2,3
N,2,2,2
N,0,2,2
N,2,2,2
N,2,3,2
N,1,3,1
N,2,5,8
N,1,5,2
N,2,3,0
N,2,5,5
N,3,0,7
N,1,1,1
N,1,1,1
N,3,1,0
N,1,0,1
N,24,78,57
N,23,39,36
N,1,2,2
N,44,70,55
N,42,75,84
N,52,68,84
N,6,7,6
N,174,543,191
N,4,9,7
N,3,6,5
N,3,6,5
N,3,6,5
N,3,6,5
N,12,13,11
N,1,1,1
N,1,2,2
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,2
N,4,4,8
N,1,1,1
N,1,2,3
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,3,4,8
N,1,1,1
N,1,1,1
N,2,2,3
N,3,3,3
N,1,1,1
N,1,1,2
N,2,1,2
N,2,1,3
N,1,0,2
N,1,2,1
N,3,3,10
N,0,0,0
N,2,5,5
N,3,5,5
Y,1,3,0
Y,3,3,0
N,1,2,1
N,2,2,4
N,2,2,4
N,1,1,1
N,1,1,1
N,3,7,4
N,0,0,3
N,1,2,1
N,1,1,1
N,1,0,1
N,1,1,2
N,1,1,1
N,1,1,1
N,5,3,6
N,1,1,1
N,1,2,3
N,1,1,1
N,2,3,3
N,2,2,3
N,1,1,1
N,1,1,1
Y,1,1,1
N,1,1,2
N,3,3,4
N,1,1,1
N,1,1,2
N,1,1,1
N,1,1,2
N,1,1,1
N,1,1,2
N,1,1,1
N,1,1,1
N,1,1,2
N,2,3,5
N,2,3,3
N,1,2,3
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,2,3,3
N,1,1,1
N,1,1,1
N,1,0,1
N,1,0,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,2,1,2
N,2,2,2
N,0,1,1
N,0,1,1
N,1,1,2
N,2,5,5
N,1,1,1
N,2,3,4
N,1,1,1
N,1,1,1
N,1,1,1
N,2,3,5
N,1,2,2
N,1,0,2
N,1,1,0
N,4,5,7
N,4,4,5
N,4,4,7
N,1,2,3
N,1,3,4
N,83,90,90
N,1,2,1
N,1,7,2
N,3,4,6
N,1,1,1
N,1,2,1
N,1,2,2
N,2,4,4
N,10,20,10
N,28,38,37
N,4,5,7
N,1,2,2
N,1,3,1
N,2,2,2
N,1,1,1
Y,0,1,1
N,1,2,3
N,1,2,3
N,2,2,3
N,1,1,1
N,1,1,1
N,0,0,0
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,2,2
N,1,0,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,2,2
N,2,2,2
N,1,2,2
N,3,2,1
N,1,2,2
N,7,9,11
N,10,15,10
N,10,15,14
N,5,10,10
N,63,84,126
N,26,32,49
N,10,10,14
N,20,20,10
N,2,2,3
N,5,5,5
N,3,5,8
N,5,10,10
N,1,1,2
N,3,5,3
N,1,2,1
N,10,11,40
N,27,31,56
N,3,5,86
N,2,2,2
N,1,2,2
N,3,5,4
N,4,6,4
N,23,32,41
N,7,14,14
N,42,56,42
N,1,1,1
N,9,7,9
N,19,21,39
N,19,38,19
N,24,24,22
N,9,17,11
N,1,1,1
N,38,61,93
N,2,2,1
N,1,1,2
N,2,2,1
N,3,3,5
N,9,15,12
N,6,6,6
N,3,7,6
N,3,9,6
N,3,3,1
N,9,13,9
N,6,12,6
N,1,2,1
N,3,4,4
N,20,30,20
N,4,7,6
N,10,15,10
N,2,2,3
N,15,35,42
N,1,1,1
N,6,6,1
N,1,1,1
N,5,9,5
N,1,2,1
Y,0,2,0
N,11,12,6
N,94,148,176
N,10,14,5
N,10,8,10
N,2,3,4
N,34,53,72
N,5,6,7
N,8,16,12
N,18,30,24
N,7,9,15
N,1,2,2
N,1,2,2
N,7,7,9
N,15,15,15
N,8,10,9
N,6,25,16
N,12,18,12
N,53,60,72
N,10,10,9
N,17,17,18
N,1,2,2
N,2,3,2
N,9,6,9
N,4,6,4
N,8,12,20
N,10,15,10
N,18,24,29
N,3,3,5
N,2,3,5
N,18,36,36
N,23,30,37
N,2,2,2
N,2,1,2
N,15,15,15
N,10,15,15
N,74,80,87
N,6,3,6
N,7,8,8
N,10,14,12
N,10,15,10
N,2,4,4
N,2,2,2
N,24,0,28
N,2,2,2
N,11,22,22
N,4,8,6
Y,0,5,0
N,6,10,7
N,18,39,36
N,12,12,12
N,6,12,6
N,4,8,8
N,12,18,12
N,3,6,3
N,7,7,8
N,50,15,10
N,8,16,8
N,42,42,62
N,1,2,1
N,3,2,2
N,2,4,3
N,3,4,3
N,2,2,2
N,14,13,14
N,1,2,2
Y,0,2,0
N,1,2,1
N,1,2,1
N,23,23,23
N,15,19,18
N,2,3,5
N,11,9,9
N,12,18,18
N,3,4,5
N,10,10,10
N,19,19,19
N,10,16,16
N,12,15,8
N,14,14,14
Y,0,0,0
N,2,3,3
N,2,6,2
N,5,10,10
N,2,3,3
N,42,83,75
N,4,5,7
N,95,331,199
N,195,80,227
N,2,4,2
N,1,1,1
N,29,39,29
Y,0,0,0
N,7,11,14
N,13,18,14
N,2,2,8
N,40,50,90
N,17,23,11
N,20,29,20
N,18,20,22
N,6,9,7
N,10,15,10
N,10,10,10
N,3,6,7
N,2,2,2
N,10,14,14
N,6,10,8
N,3,4,5
Y,0,0,0
N,8,7,9
N,8,8,8
N,2,4,2
N,10,5,10
N,1,2,1
N,10,10,10
N,25,30,45
N,9,10,10
N,13,13,21
N,21,21,21
N,16,23,16
N,1,2,2
Y,0,0,0
N,22,34,34
Y,0,0,0
N,5,1,2
N,2,2,2
N,2,4,5
N,2,3,2
N,1,2,1
N,14,19,14
Y,0,0,0
N,8,12,12
N,8,10,12
N,16,24,20
N,2,3,5
N,2,5,2
N,20,27,26
N,10,13,12
N,6,10,11
N,4,4,6
N,9,15,0
N,39,51,52
N,0,0,0
N,2,3,2
N,3,4,0
Y,0,2,0
N,38,38,81
Y,0,2,0
N,5,6,10
N,10,12,12
N,10,14,12
N,19,20,19
N,10,15,15
N,18,18,27
Y,0,3,0
N,2,4,4
N,19,32,32
N,5,10,10
N,1,1,2
Y,0,2,0
N,28,37,85
N,0,1,2
N,12,13,19
N,30,55,55
N,14,22,20
N,8,8,8
N,2,2,2
Y,0,2,0
N,1,1,2
N,2,4,12
N,73,36,90
N,40,39,64
N,2,2,2
N,28,47,72
N,8,10,8
Y,0,2,0
N,7,7,4
N,10,10,10
N,17,23,31
N,11,16,10
N,18,29,19
N,18,33,36
N,10,15,10
N,15,20,15
N,5,10,5
N,6,6,6
N,5,5,4
N,5,10,10
N,5,10,10
N,1,2,2
N,19,35,46
N,9,9,9
N,8,10,8
N,1,2,2
N,23,31,42
N,51,52,122
N,106,55,106
N,8,8,8
N,28,26,43
N,28,39,53
N,17,24,17
N,4,8,8
N,14,14,12
N,23,24,14
N,21,28,21
N,0,0,0
Y,0,0,0
N,9,15,14
N,24,30,26
N,4,8,8
N,2,4,4
N,2,2,3
N,2,4,2
N,2,3,3
N,10,18,14
N,0,2,1
N,17,37,33
N,10,15,10
N,9,11,10
N,1,1,2
N,23,35,47
N,15,24,16
N,14,14,21
N,8,15,16
N,18,30,33
N,10,15,10
N,4,8,4
N,2,3,6
N,4,5,3
N,20,30,20
N,4,6,6
N,7,10,7
N,9,17,29
N,1,2,1
N,1,1,1
N,2,2,2
N,1,2,2
N,3,5,4
N,4,6,4
N,23,32,41
N,7,14,14
N,1,3,4
N,83,90,90
N,4,8,6
Y,0,5,0
N,6,10,7
N,18,39,36
N,12,12,12
Y,2,2,5
Y,0,0,0
Y,3,3,2
Y,29,34,19
N,1,1,1
N,3,4,1
N,2,3,5
N,1,1,1
N,1,1,1
N,1,1,1
N,2,4,2
N,2,4,2
N,3,5,3
N,2,4,2
N,2,2,4
N,8,18,12
N,17,22,36
N,13,32,30
N,2,1,2
N,3,5,3
N,2,1,2
N,2,4,6
N,3,4,4
N,3,6,8
N,1,4,2
N,2,4,3
N,2,4,5
N,2,4,3
N,2,2,4
N,2,2,3
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,26,67,39
N,6,14,12
N,8,13,15
N,5,5,5
Y,0,0,0
N,13,21,27
N,2,2,2
N,8,8,16
Y,1,1,2
N,29,42,57
N,2,2,2
N,8,10,17
N,3,5,86
N,9,10,9
N,10,17,12
N,1,2,1
N,1,1,1
N,12,26,4
N,1,1,1
N,0,0,0
N,0,1,0
N,0,1,0
N,4,5,2
N,0,0,0
N,2,2,4
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,0,0,0
N,5,6,4
N,3,5,6
N,2,2,2
N,11,14,23
N,3,6,8
N,1,1,1
N,1,2,1
N,15,25,20
N,0,0,0
N,2,3,5
N,38,39,28
N,45,68,53
N,31,38,39
N,5,9,6
N,0,0,0
N,10,8,16
N,2,3,1
N,2,3,1
N,2,3,1
N,5,5,7
N,6,9,6
N,5,8,10
N,3,5,8
N,2,5,5
N,3,3,4
N,1,1,1
N,4,4,9
N,2,3,5
N,2,1,2
N,25,34,27
N,1,2,1
N,1,2,1
N,2,4,2
N,0,0,0
N,0,1,3
N,3,5,8
N,2,2,2
N,1,1,2
N,8,4,16
N,2,3,4
N,35,48,56
N,82,94,119
N,2,2,4
N,2,2,4
N,5,5,8
N,3,5,7
N,3,5,7
N,2,2,4
N,2,2,2
N,7,7,15
N,5,4,5
N,5,5,8
N,1,2,2
N,5,5,5
N,3,3,3
N,2,2,3
N,4,3,4
N,2,5,4
N,2,2,3
N,2,2,4
N,2,4,3
N,2,2,4
N,5,5,8
N,2,2,2
N,2,2,2
N,1,1,2
N,28,12,13
N,1,1,3
N,4,7,7
N,2,2,5
N,0,0,0
N,15,27,29
N,30,30,30
N,4,13,4
N,1,2,3
N,3,6,10
N,2,2,2
N,7,7,12
N,1,1,1
N,10,10,10
N,16,24,16
N,26,40,26
N,2,2,3
N,2,2,4
N,1,2,1
N,3,3,3
Y,1,2,0
N,3,3,2
N,1,2,2
N,1,2,1
N,3,3,6
N,4,6,6
N,1,2,2
N,2,1,1
N,16,24,28
N,15,15,15
N,2,3,3
N,15,17,108
N,1,2,1
N,15,29,13
N,3,5,10
N,32,39,51
N,19,28,31
N,2,2,2
N,18,18,18
N,12,14,34
N,16,30,39
N,36,56,36
N,18,17,15
N,1,3,4
N,47,47,46
N,14,36,21
N,39,50,89
N,2,4,4
Y,1,1,0
N,1,1,1
N,29,67,58
N,1,2,1
N,1,1,1
N,3,5,2
N,14,21,21
N,13,16,21
N,2,4,2
N,3,4,3
N,45,48,45
Y,2,1,0
N,32,45,6
N,39,33,36
N,2,3,3
N,1,2,1
N,4,7,5
N,2,3,2
N,5,10,10
N,1,2,2
N,20,27,52
N,2,2,2
N,2,2,2
N,1,1,2
N,0,0,2
N,1,2,1
N,8,16,16
N,8,8,8
N,9,27,18
N,20,30,27
N,9,18,17
N,15,42,39
N,51,61,95
N,4,4,7
N,4,4,4
Y,1,1,0
N,1,1,1
N,32,53,31
N,2,2,1
N,1,2,1
N,3,3,6
N,16,24,16
N,5,10,9
Y,1,1,0
N,9,15,15
N,3,3,3
N,25,38,25
N,8,11,11
N,4,4,4
N,5,6,8
N,2,3,3
N,2,3,3
N,7,7,13
N,5,0,38
N,2,2,2
N,5,7,7
N,14,12,14
Y,2,1,0
N,20,35,86
N,10,15,10
N,33,44,33
N,0,1,1
N,42,62,62
N,3,3,6
N,3,3,3
N,1,1,1
N,1,2,2
Y,1,1,0
N,2,3,2
N,2,2,2
N,18,18,9
N,2,2,2
N,12,16,27
N,2,7,16
N,5,10,6
N,14,14,17
N,1,2,1
N,24,25,22
N,22,33,22
N,8,5,9
N,32,32,32
N,24,24,36
N,2,3,3
N,12,12,18
N,10,15,14
N,7,9,12
N,17,26,40
N,8,16,16
N,2,3,2
N,1,7,5
N,20,23,24
N,6,6,6
N,3,3,1
N,8,10,8
N,0,0,0
N,1,2,1
N,2,2,3
